Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
432,Entry Long,Buy,2024-03-25 00:00,67340.42,5.396328,-4565.29,-1.26,352923.64,-1.27,23668.78,6.51,6551.74,1.80
431,Exit Short,SL,2024-03-19 16:00,65276.03,5.536368,-12221.03,-3.50,357488.94,-3.30,3658.38,1.05,12221.03,3.50
431,Entry Short,Sell,2024-03-19 08:00,63068.62,5.536368,-12221.03,-3.50,357488.94,-3.30,3658.38,1.05,12221.03,3.50
430,Exit Long,Close Buy,2024-03-19 08:00,63068.62,3.080957,26440.99,15.75,369709.97,7.68,59520.15,35.46,693.55,0.41
430,Entry Long,Buy,2024-02-26 16:00,54486.55,3.080957,26440.99,15.75,369709.97,7.68,59520.15,35.46,693.55,0.41
429,Exit Long,TG 1,2024-02-28 08:00,58845.48,3.080956,13429.67,8.00,343268.98,4.06,13429.67,8.00,693.55,0.41
429,Entry Long,Buy,2024-02-26 16:00,54486.55,3.080956,13429.67,8.00,343268.98,4.06,13429.67,8.00,693.55,0.41
428,Exit Long,Close Buy,2024-02-09 08:00,47187.24,3.573988,18141.74,12.05,329839.31,5.80,18538.88,12.32,1710.05,1.14
428,Entry Long,Buy,2024-01-27 20:00,42111.19,3.573988,18141.74,12.05,329839.31,5.80,18538.88,12.32,1710.05,1.14
427,Exit Long,TG 1,2024-02-08 20:00,45480.09,3.573987,12040.40,8.00,311697.57,4.00,12040.40,8.00,1710.05,1.14
427,Entry Long,Buy,2024-01-27 20:00,42111.19,3.573987,12040.40,8.00,311697.57,4.00,12040.40,8.00,1710.05,1.14
426,Exit Short,Close Sell,2024-01-27 20:00,42111.19,3.328491,4549.51,3.14,299657.16,1.54,16522.20,11.42,1689.48,1.17
426,Entry Short,Sell,2024-01-12 16:00,43478.03,3.328491,4549.51,3.14,299657.16,1.54,16522.20,11.42,1689.48,1.17
425,Exit Short,TG 1,2024-01-22 16:00,39999.78,3.32849,11577.32,8.00,295107.65,4.07,11577.32,8.00,1689.47,1.17
425,Entry Short,Sell,2024-01-12 16:00,43478.03,3.32849,11577.32,8.00,295107.65,4.07,11577.32,8.00,1689.47,1.17
424,Exit Long,SL1,2024-01-12 16:00,43415.76,3.145819,-4953.63,-3.50,283530.33,-1.71,12504.57,8.84,4953.63,3.50
424,Entry Long,Buy,2024-01-08 12:00,44990.43,3.145819,-4953.63,-3.50,283530.33,-1.71,12504.57,8.84,4953.63,3.50
423,Exit Long,TG 1,2024-01-11 12:00,48589.67,3.145819,11322.56,8.00,288483.95,4.07,11322.56,8.00,2012.00,1.42
423,Entry Long,Buy,2024-01-08 12:00,44990.43,3.145819,11322.56,8.00,288483.95,4.07,11322.56,8.00,2012.00,1.42
422,Exit Long,SL1,2024-01-03 12:00,42620.07,6.641554,-10266.58,-3.50,277161.40,-3.56,11478.93,3.91,10266.58,3.50
422,Entry Long,Buy,2024-01-01 20:00,44165.88,6.641554,-10266.58,-3.50,277161.40,-3.56,11478.93,3.91,10266.58,3.50
421,Exit Short,SL,2024-01-01 20:00,43606.21,7.094662,-10461.86,-3.50,287427.98,-3.50,5386.69,1.80,10461.86,3.50
421,Entry Short,Sell,2023-12-29 16:00,42131.60,7.094662,-10461.86,-3.50,287427.98,-3.50,5386.69,1.80,10461.86,3.50
420,Exit Long,Close Buy,2023-12-29 16:00,42131.60,7.210548,4882.48,1.63,297889.84,1.66,23513.38,7.87,8797.59,2.94
420,Entry Long,Buy,2023-12-04 04:00,41454.47,7.210548,4882.48,1.63,297889.84,1.66,23513.38,7.87,8797.59,2.94
419,Exit Long,SL1,2023-11-21 20:00,36069.36,8.287074,-10841.32,-3.50,293007.36,-3.56,3176.35,1.03,10841.32,3.50
419,Entry Long,Buy,2023-11-19 20:00,37377.58,8.287074,-10841.32,-3.50,293007.36,-3.56,3176.35,1.03,10841.32,3.50
418,Exit Long,Close Buy,2023-11-13 12:00,36838.00,4.7019,45444.52,35.57,303848.67,17.52,50785.60,39.75,202.98,0.16
